09/01/2008,06:04,20:01
09/02/2008,06:05,20:00
09/03/2008,06:06,19:58
09/04/2008,06:07,19:56
09/05/2008,06:08,19:55
09/06/2008,06:09,19:53
09/07/2008,06:10,19:51
09/08/2008,06:11,19:50
09/09/2008,06:12,19:48
09/10/2008,06:13,19:46
09/11/2008,06:14,19:45
09/12/2008,06:15,19:43
09/13/2008,06:16,19:41
09/14/2008,06:17,19:39
09/15/2008,06:18,19:38
09/16/2008,06:19,19:36
09/17/2008,06:20,19:34
09/18/2008,06:21,19:33
09/19/2008,06:21,19:31
09/20/2008,06:22,19:29
09/21/2008,06:23,19:28
09/22/2008,06:24,19:26
09/23/2008,06:25,19:24
09/24/2008,06:26,19:23
09/25/2008,06:27,19:21
09/26/2008,06:28,19:19
09/27/2008,06:29,19:18
09/28/2008,06:30,19:16
09/29/2008,06:31,19:14
09/30/2008,06:32,19:13
10/01/2008,06:33,19:11
10/02/2008,06:34,19:10
10/03/2008,06:35,19:08
10/04/2008,06:36,19:06
10/05/2008,06:37,19:05
10/06/2008,06:38,19:03
10/07/2008,06:39,19:02
10/08/2008,06:40,19:00
10/09/2008,06:41,18:59
10/10/2008,06:42,18:57
10/11/2008,06:43,18:56
10/12/2008,06:44,18:54
10/13/2008,06:45,18:53
10/14/2008,06:46,18:51
10/15/2008,06:47,18:50
10/16/2008,06:48,18:48
10/17/2008,06:49,18:47
10/18/2008,06:50,18:46
10/19/2008,06:51,18:44
10/20/2008,06:52,18:43
10/21/2008,06:53,18:41
10/22/2008,06:54,18:40
10/23/2008,06:55,18:39
10/24/2008,06:56,18:38
10/25/2008,06:57,18:36
10/26/2008,06:59,18:35
10/27/2008,07:00,18:34
10/28/2008,07:01,18:33
10/29/2008,07:02,18:31
10/30/2008,07:03,18:30
10/31/2008,07:04,18:29
11/01/2008,07:05,18:28
11/02/2008,06:06,17:27
11/03/2008,06:07,17:26
11/04/2008,06:08,17:25
11/05/2008,06:09,17:24
11/06/2008,06:10,17:23
11/07/2008,06:11,17:22
11/08/2008,06:13,17:21
11/09/2008,06:14,17:20
11/10/2008,06:15,17:19
11/11/2008,06:16,17:18
11/12/2008,06:17,17:18
11/13/2008,06:18,17:17
11/14/2008,06:19,17:16
11/15/2008,06:20,17:15
11/16/2008,06:21,17:15
11/17/2008,06:22,17:14
11/18/2008,06:23,17:13
11/19/2008,06:24,17:13
11/20/2008,06:25,17:12
11/21/2008,06:26,17:12
11/22/2008,06:28,17:11
11/23/2008,06:29,17:11
11/24/2008,06:30,17:10
11/25/2008,06:31,17:10
11/26/2008,06:32,17:10
11/27/2008,06:33,17:09
11/28/2008,06:34,17:09
11/29/2008,06:35,17:09
11/30/2008,06:36,17:09
12/01/2008,06:36,17:08
12/02/2008,06:37,17:08
12/03/2008,06:38,17:08
12/04/2008,06:39,17:08
12/05/2008,06:40,17:08
12/06/2008,06:41,17:08
12/07/2008,06:42,17:08
12/08/2008,06:43,17:08
12/09/2008,06:43,17:08
12/10/2008,06:44,17:08
12/11/2008,06:45,17:09
12/12/2008,06:46,17:09
12/13/2008,06:46,17:09
12/14/2008,06:47,17:09
12/15/2008,06:48,17:10
12/16/2008,06:48,17:10
12/17/2008,06:49,17:10
12/18/2008,06:50,17:11
12/19/2008,06:50,17:11
12/20/2008,06:51,17:12
12/21/2008,06:51,17:12
12/22/2008,06:52,17:13
12/23/2008,06:52,17:13
12/24/2008,06:53,17:14
12/25/2008,06:53,17:15
12/26/2008,06:53,17:15
12/27/2008,06:54,17:16
12/28/2008,06:54,17:17
12/29/2008,06:54,17:17
12/30/2008,06:54,17:18
12/31/2008,06:55,17:19
