01/01/2008,06:55,17:19
01/02/2008,06:55,17:20
01/03/2008,06:55,17:21
01/04/2008,06:55,17:22
01/05/2008,06:55,17:22
01/06/2008,06:55,17:23
01/07/2008,06:55,17:24
01/08/2008,06:55,17:25
01/09/2008,06:55,17:26
01/10/2008,06:55,17:27
01/11/2008,06:55,17:28
01/12/2008,06:54,17:29
01/13/2008,06:54,17:30
01/14/2008,06:54,17:31
01/15/2008,06:54,17:32
01/16/2008,06:53,17:33
01/17/2008,06:53,17:34
01/18/2008,06:52,17:35
01/19/2008,06:52,17:36
01/20/2008,06:52,17:37
01/21/2008,06:51,17:38
01/22/2008,06:51,17:40
01/23/2008,06:50,17:41
01/24/2008,06:49,17:42
01/25/2008,06:49,17:43
01/26/2008,06:48,17:44
01/27/2008,06:47,17:45
01/28/2008,06:47,17:46
01/29/2008,06:46,17:47
01/30/2008,06:45,17:49
01/31/2008,06:44,17:50
02/01/2008,06:43,17:51
02/02/2008,06:42,17:52
02/03/2008,06:42,17:53
02/04/2008,06:41,17:54
02/05/2008,06:40,17:55
02/06/2008,06:39,17:56
02/07/2008,06:38,17:58
02/08/2008,06:37,17:59
02/09/2008,06:36,18:00
02/10/2008,06:34,18:01
02/11/2008,06:33,18:02
02/12/2008,06:32,18:03
02/13/2008,06:31,18:04
02/14/2008,06:30,18:06
02/15/2008,06:29,18:07
02/16/2008,06:27,18:08
02/17/2008,06:26,18:09
02/18/2008,06:25,18:10
02/19/2008,06:24,18:11
02/20/2008,06:22,18:12
02/21/2008,06:21,18:13
02/22/2008,06:20,18:14
02/23/2008,06:18,18:16
02/24/2008,06:17,18:17
02/25/2008,06:16,18:18
02/26/2008,06:14,18:19
02/27/2008,06:13,18:20
02/28/2008,06:11,18:21
02/29/2008,06:10,18:22
03/01/2008,06:08,18:23
03/02/2008,06:07,18:24
03/03/2008,06:05,18:25
03/04/2008,06:04,18:26
03/05/2008,06:02,18:27
03/06/2008,06:01,18:28
03/07/2008,05:59,18:29
03/08/2008,05:58,18:31
03/09/2008,06:56,19:32
03/10/2008,06:55,19:33
03/11/2008,06:53,19:34
03/12/2008,06:51,19:35
03/13/2008,06:50,19:36
03/14/2008,06:48,19:37
03/15/2008,06:47,19:38
03/16/2008,06:45,19:39
03/17/2008,06:43,19:40
03/18/2008,06:42,19:41
03/19/2008,06:40,19:42
03/20/2008,06:38,19:43
03/21/2008,06:37,19:44
03/22/2008,06:35,19:45
03/23/2008,06:33,19:46
03/24/2008,06:32,19:47
03/25/2008,06:30,19:48
03/26/2008,06:29,19:49
03/27/2008,06:27,19:50
03/28/2008,06:25,19:51
03/29/2008,06:24,19:52
03/30/2008,06:22,19:54
03/31/2008,06:20,19:55
04/01/2008,06:19,19:56
04/02/2008,06:17,19:57
04/03/2008,06:15,19:58
04/04/2008,06:14,19:59
04/05/2008,06:12,20:00
04/06/2008,06:10,20:01
04/07/2008,06:09,20:02
04/08/2008,06:07,20:03
04/09/2008,06:06,20:04
04/10/2008,06:04,20:05
04/11/2008,06:02,20:06
04/12/2008,06:01,20:07
04/13/2008,05:59,20:08
04/14/2008,05:58,20:09
04/15/2008,05:56,20:11
04/16/2008,05:55,20:12
04/17/2008,05:53,20:13
04/18/2008,05:51,20:14
04/19/2008,05:50,20:15
04/20/2008,05:48,20:16
04/21/2008,05:47,20:17
04/22/2008,05:45,20:18
04/23/2008,05:44,20:19
04/24/2008,05:43,20:20
04/25/2008,05:41,20:21
04/26/2008,05:40,20:23
04/27/2008,05:38,20:24
04/28/2008,05:37,20:25
04/29/2008,05:36,20:26
04/30/2008,05:34,20:27
05/01/2008,05:33,20:28
05/02/2008,05:32,20:29
05/03/2008,05:30,20:30
05/04/2008,05:29,20:31
05/05/2008,05:28,20:32
05/06/2008,05:26,20:33
05/07/2008,05:25,20:35
05/08/2008,05:24,20:36
05/09/2008,05:23,20:37
05/10/2008,05:22,20:38
05/11/2008,05:21,20:39
05/12/2008,05:20,20:40
05/13/2008,05:19,20:41
05/14/2008,05:17,20:42
05/15/2008,05:16,20:43
05/16/2008,05:15,20:44
05/17/2008,05:15,20:45
05/18/2008,05:14,20:46
05/19/2008,05:13,20:47
05/20/2008,05:12,20:48
05/21/2008,05:11,20:49
05/22/2008,05:10,20:50
05/23/2008,05:09,20:51
05/24/2008,05:09,20:52
05/25/2008,05:08,20:53
05/26/2008,05:07,20:54
05/27/2008,05:07,20:55
05/28/2008,05:06,20:55
05/29/2008,05:05,20:56
05/30/2008,05:05,20:57
05/31/2008,05:04,20:58
06/01/2008,05:04,20:59
06/02/2008,05:03,20:59
06/03/2008,05:03,21:00
06/04/2008,05:03,21:01
06/05/2008,05:02,21:01
06/06/2008,05:02,21:02
06/07/2008,05:02,21:03
06/08/2008,05:01,21:03
06/09/2008,05:01,21:04
06/10/2008,05:01,21:04
06/11/2008,05:01,21:05
06/12/2008,05:01,21:05
06/13/2008,05:01,21:06
06/14/2008,05:01,21:06
06/15/2008,05:01,21:07
06/16/2008,05:01,21:07
06/17/2008,05:01,21:07
06/18/2008,05:01,21:08
06/19/2008,05:01,21:08
06/20/2008,05:01,21:08
06/21/2008,05:02,21:08
06/22/2008,05:02,21:09
06/23/2008,05:02,21:09
06/24/2008,05:03,21:09
06/25/2008,05:03,21:09
06/26/2008,05:03,21:09
06/27/2008,05:04,21:09
06/28/2008,05:04,21:09
06/29/2008,05:05,21:09
06/30/2008,05:05,21:09
07/01/2008,05:06,21:08
07/02/2008,05:06,21:08
07/03/2008,05:07,21:08
07/04/2008,05:07,21:08
07/05/2008,05:08,21:07
07/06/2008,05:09,21:07
07/07/2008,05:09,21:07
07/08/2008,05:10,21:06
07/09/2008,05:11,21:06
07/10/2008,05:12,21:05
07/11/2008,05:12,21:05
07/12/2008,05:13,21:04
07/13/2008,05:14,21:04
07/14/2008,05:15,21:03
07/15/2008,05:16,21:02
07/16/2008,05:17,21:02
07/17/2008,05:17,21:01
07/18/2008,05:18,21:00
07/19/2008,05:19,20:59
07/20/2008,05:20,20:58
07/21/2008,05:21,20:58
07/22/2008,05:22,20:57
07/23/2008,05:23,20:56
07/24/2008,05:24,20:55
07/25/2008,05:25,20:54
07/26/2008,05:26,20:53
07/27/2008,05:27,20:52
07/28/2008,05:28,20:51
07/29/2008,05:29,20:50
07/30/2008,05:30,20:49
07/31/2008,05:31,20:47
08/01/2008,05:32,20:46
08/02/2008,05:33,20:45
08/03/2008,05:34,20:44
08/04/2008,05:35,20:43
08/05/2008,05:36,20:41
08/06/2008,05:37,20:40
08/07/2008,05:38,20:39
08/08/2008,05:39,20:37
08/09/2008,05:40,20:36
08/10/2008,05:41,20:35
08/11/2008,05:42,20:33
08/12/2008,05:43,20:32
08/13/2008,05:44,20:31
08/14/2008,05:45,20:29
08/15/2008,05:46,20:28
08/16/2008,05:48,20:26
08/17/2008,05:49,20:25
08/18/2008,05:50,20:23
08/19/2008,05:51,20:22
08/20/2008,05:52,20:20
08/21/2008,05:53,20:19
08/22/2008,05:54,20:17
08/23/2008,05:55,20:16
08/24/2008,05:56,20:14
08/25/2008,05:57,20:12
08/26/2008,05:58,20:11
08/27/2008,05:59,20:09
08/28/2008,06:00,20:08
08/29/2008,06:01,20:06
08/30/2008,06:02,20:04
08/31/2008,06:03,20:03
09/01/2008,06:04,20:01
09/02/2008,06:05,20:00
09/03/2008,06:06,19:58
09/04/2008,06:07,19:56
09/05/2008,06:08,19:55
09/06/2008,06:09,19:53
09/07/2008,06:10,19:51
09/08/2008,06:11,19:50
09/09/2008,06:12,19:48
09/10/2008,06:13,19:46
09/11/2008,06:14,19:45
09/12/2008,06:15,19:43
09/13/2008,06:16,19:41
09/14/2008,06:17,19:39
09/15/2008,06:18,19:38
09/16/2008,06:19,19:36
09/17/2008,06:20,19:34
09/18/2008,06:21,19:33
09/19/2008,06:21,19:31
09/20/2008,06:22,19:29
09/21/2008,06:23,19:28
09/22/2008,06:24,19:26
09/23/2008,06:25,19:24
09/24/2008,06:26,19:23
09/25/2008,06:27,19:21
09/26/2008,06:28,19:19
09/27/2008,06:29,19:18
09/28/2008,06:30,19:16
09/29/2008,06:31,19:14
09/30/2008,06:32,19:13
10/01/2008,06:33,19:11
10/02/2008,06:34,19:10
10/03/2008,06:35,19:08
10/04/2008,06:36,19:06
10/05/2008,06:37,19:05
10/06/2008,06:38,19:03
10/07/2008,06:39,19:02
10/08/2008,06:40,19:00
10/09/2008,06:41,18:59
10/10/2008,06:42,18:57
10/11/2008,06:43,18:56
10/12/2008,06:44,18:54
10/13/2008,06:45,18:53
10/14/2008,06:46,18:51
10/15/2008,06:47,18:50
10/16/2008,06:48,18:48
10/17/2008,06:49,18:47
10/18/2008,06:50,18:46
10/19/2008,06:51,18:44
10/20/2008,06:52,18:43
10/21/2008,06:53,18:41
10/22/2008,06:54,18:40
10/23/2008,06:55,18:39
10/24/2008,06:56,18:38
10/25/2008,06:57,18:36
10/26/2008,06:59,18:35
10/27/2008,07:00,18:34
10/28/2008,07:01,18:33
10/29/2008,07:02,18:31
10/30/2008,07:03,18:30
10/31/2008,07:04,18:29
11/01/2008,07:05,18:28
11/02/2008,06:06,17:27
11/03/2008,06:07,17:26
11/04/2008,06:08,17:25
11/05/2008,06:09,17:24
11/06/2008,06:10,17:23
11/07/2008,06:11,17:22
11/08/2008,06:13,17:21
11/09/2008,06:14,17:20
11/10/2008,06:15,17:19
11/11/2008,06:16,17:18
11/12/2008,06:17,17:18
11/13/2008,06:18,17:17
11/14/2008,06:19,17:16
11/15/2008,06:20,17:15
11/16/2008,06:21,17:15
11/17/2008,06:22,17:14
11/18/2008,06:23,17:13
11/19/2008,06:24,17:13
11/20/2008,06:25,17:12
11/21/2008,06:26,17:12
11/22/2008,06:28,17:11
11/23/2008,06:29,17:11
11/24/2008,06:30,17:10
11/25/2008,06:31,17:10
11/26/2008,06:32,17:10
11/27/2008,06:33,17:09
11/28/2008,06:34,17:09
11/29/2008,06:35,17:09
11/30/2008,06:36,17:09
12/01/2008,06:36,17:08
12/02/2008,06:37,17:08
12/03/2008,06:38,17:08
12/04/2008,06:39,17:08
12/05/2008,06:40,17:08
12/06/2008,06:41,17:08
12/07/2008,06:42,17:08
12/08/2008,06:43,17:08
12/09/2008,06:43,17:08
12/10/2008,06:44,17:08
12/11/2008,06:45,17:09
12/12/2008,06:46,17:09
12/13/2008,06:46,17:09
12/14/2008,06:47,17:09
12/15/2008,06:48,17:10
12/16/2008,06:48,17:10
12/17/2008,06:49,17:10
12/18/2008,06:50,17:11
12/19/2008,06:50,17:11
12/20/2008,06:51,17:12
12/21/2008,06:51,17:12
12/22/2008,06:52,17:13
12/23/2008,06:52,17:13
12/24/2008,06:53,17:14
12/25/2008,06:53,17:15
12/26/2008,06:53,17:15
12/27/2008,06:54,17:16
