1/01/2008,07:21,08:22,09:33,10:55,14:56,16:17,17:28,18:29
1/02/2008,07:20,08:22,09:32,10:53,14:58,16:19,17:29,18:30
1/03/2008,07:20,08:21,09:31,10:52,15:00,16:21,17:31,18:32
1/04/2008,07:20,08:20,09:30,10:50,15:03,16:22,17:32,18:33
1/05/2008,07:19,08:20,09:30,10:49,15:05,16:24,17:34,18:34
1/06/2008,07:18,08:19,09:29,10:47,15:08,16:26,17:35,18:36
1/07/2008,07:18,08:18,09:27,10:45,15:11,16:28,17:37,18:37
1/08/2008,07:17,08:18,09:26,10:43,15:14,16:30,17:39,18:39
1/09/2008,07:16,08:17,09:25,10:41,15:16,16:32,17:40,18:41
1/10/2008,07:15,08:16,09:24,10:39,15:19,16:34,17:42,18:42
1/11/2008,07:14,08:15,09:22,10:37,15:23,16:37,17:44,18:44
1/12/2008,07:13,08:13,09:21,10:35,15:26,16:39,17:46,18:46
1/13/2008,07:12,08:12,09:19,10:32,15:29,16:41,17:48,18:48
1/14/2008,07:11,08:11,09:18,10:30,15:32,16:44,17:50,18:50
1/15/2008,07:10,08:10,09:16,10:27,15:35,16:46,17:52,18:52
1/16/2008,07:09,08:08,09:14,10:25,15:39,16:48,17:54,18:54
1/17/2008,07:07,08:07,09:12,10:22,15:42,16:51,17:57,18:56
1/18/2008,07:06,08:05,09:10,10:19,15:45,16:54,17:59,18:58
1/19/2008,07:05,08:03,09:09,10:16,15:49,16:56,18:01,19:00
1/20/2008,07:03,08:02,09:06,10:14,15:52,16:59,18:03,19:02
1/21/2008,07:02,08:00,09:04,10:11,15:55,17:01,18:06,19:04
1/22/2008,07:00,07:58,09:02,10:08,15:59,17:04,18:08,19:06
1/23/2008,06:58,07:56,09:00,10:05,16:02,17:07,18:10,19:09
1/24/2008,06:56,07:54,08:58,10:02,16:06,17:10,18:13,19:11
1/25/2008,06:55,07:53,08:55,09:59,16:09,17:13,18:15,19:13
1/26/2008,06:53,07:50,08:53,09:56,16:13,17:15,18:18,19:16
1/27/2008,06:51,07:48,08:51,09:53,16:16,17:18,18:20,19:18
1/28/2008,06:49,07:46,08:48,09:50,16:20,17:21,18:23,19:20
1/29/2008,06:47,07:44,08:46,09:47,16:23,17:24,18:25,19:23
1/30/2008,06:44,07:42,08:43,09:44,16:27,17:27,18:28,19:25
1/31/2008,06:42,07:40,08:41,09:40,16:30,17:30,18:31,19:28
2/01/2008,06:40,07:37,08:38,09:37,16:34,17:33,18:33,19:30
2/02/2008,06:38,07:35,08:35,09:34,16:37,17:36,18:36,19:33
2/03/2008,06:35,07:32,08:33,09:31,16:41,17:39,18:39,19:36
2/04/2008,06:33,07:30,08:30,09:27,16:44,17:42,18:41,19:38
2/05/2008,06:30,07:27,08:27,09:24,16:48,17:44,18:44,19:41
2/06/2008,06:28,07:25,08:24,09:21,16:51,17:47,18:47,19:43
2/07/2008,06:25,07:22,08:21,09:17,16:55,17:50,18:49,19:46
2/08/2008,06:23,07:19,08:18,09:14,16:58,17:53,18:52,19:49
2/09/2008,06:20,07:17,08:15,09:11,17:01,17:56,18:55,19:52
2/10/2008,06:17,07:14,08:12,09:07,17:05,17:59,18:58,19:54
2/11/2008,06:15,07:11,08:09,09:04,17:08,18:02,19:01,19:57
2/12/2008,06:12,07:08,08:06,09:00,17:12,18:05,19:03,20:00
2/13/2008,06:09,07:05,08:03,08:57,17:15,18:09,19:06,20:03
2/14/2008,06:06,07:03,08:00,08:53,17:18,18:12,19:09,20:06
2/15/2008,06:03,07:00,07:57,08:50,17:22,18:15,19:12,20:09
2/16/2008,06:00,06:57,07:54,08:47,17:25,18:18,19:15,20:12
2/17/2008,05:57,06:54,07:51,08:43,17:29,18:21,19:18,20:15
2/18/2008,05:54,06:51,07:48,08:40,17:32,18:24,19:21,20:18
2/19/2008,05:51,06:47,07:44,08:36,17:35,18:27,19:24,20:21
2/20/2008,05:47,06:44,07:41,08:33,17:38,18:30,19:27,20:24
2/21/2008,05:44,06:41,07:38,08:29,17:42,18:33,19:30,20:27
2/22/2008,05:41,06:38,07:35,08:26,17:45,18:36,19:33,20:30
2/23/2008,05:37,06:35,07:31,08:22,17:48,18:39,19:36,20:33
2/24/2008,05:34,06:31,07:28,08:18,17:52,18:42,19:39,20:36
2/25/2008,05:30,06:28,07:25,08:15,17:55,18:45,19:42,20:39
2/26/2008,05:27,06:25,07:21,08:11,17:58,18:48,19:45,20:42
2/27/2008,05:23,06:21,07:18,08:08,18:01,18:51,19:48,20:46
2/28/2008,05:20,06:18,07:14,08:04,18:04,18:54,19:51,20:49
2/29/2008,05:16,06:14,07:11,08:01,18:08,18:57,19:54,20:52
3/01/2008,05:12,06:11,07:08,07:57,18:11,19:00,19:57,20:56
3/02/2008,05:08,06:07,07:04,07:53,18:14,19:03,20:00,20:59
3/03/2008,05:05,06:04,07:01,07:50,18:17,19:06,20:03,21:03
3/04/2008,05:01,06:00,06:57,07:46,18:20,19:09,20:06,21:06
3/05/2008,04:57,05:57,06:54,07:43,18:24,19:12,20:09,21:10
3/06/2008,04:53,05:53,06:50,07:39,18:27,19:15,20:13,21:13
3/07/2008,04:49,05:49,06:47,07:35,18:30,19:19,20:16,21:17
3/08/2008,04:44,05:46,06:43,07:32,18:33,19:22,20:19,21:21
3/10/2008,05:36,06:38,07:36,08:24,19:39,20:28,21:25,22:28
3/11/2008,05:31,06:34,07:32,08:21,19:42,20:31,21:29,22:32
3/12/2008,05:27,06:30,07:28,08:17,19:45,20:34,21:32,22:36
3/13/2008,05:22,06:27,07:25,08:13,19:48,20:37,21:35,22:40
3/14/2008,05:18,06:23,07:21,08:10,19:52,20:40,21:39,22:44
3/15/2008,05:13,06:19,07:17,08:06,19:55,20:43,21:42,22:48
3/16/2008,05:08,06:15,07:14,08:03,19:58,20:47,21:46,22:52
3/17/2008,05:03,06:11,07:10,07:59,20:01,20:50,21:49,22:57
3/18/2008,04:58,06:07,07:06,07:55,20:04,20:53,21:53,23:01
3/19/2008,04:53,06:02,07:03,07:52,20:07,20:56,21:56,23:06
3/20/2008,04:48,05:58,06:59,07:48,20:10,20:59,22:00,23:11
3/21/2008,04:43,05:54,06:55,07:44,20:13,21:02,22:03,23:15
3/22/2008,04:37,05:50,06:51,07:41,20:16,21:06,22:07,23:20
3/23/2008,04:32,05:46,06:47,07:37,20:19,21:09,22:11,23:25
3/24/2008,04:26,05:41,06:43,07:33,20:22,21:12,22:15,23:31
3/25/2008,04:20,05:37,06:40,07:30,20:25,21:15,22:18,23:36
3/26/2008,04:14,05:32,06:36,07:26,20:28,21:19,22:22,23:42
3/27/2008,04:07,05:28,06:32,07:22,20:31,21:22,22:26,23:48
3/28/2008,04:00,05:23,06:28,07:19,20:34,21:25,22:30,23:54
3/29/2008,03:53,05:19,06:24,07:15,20:38,21:28,22:34,00:01
3/30/2008,03:46,05:14,06:20,07:11,20:41,21:32,22:38,00:08
3/31/2008,03:38,05:09,06:16,07:07,20:44,21:35,22:43,00:15
4/01/2008,03:30,05:04,06:12,07:04,20:47,21:39,22:47,00:23
4/02/2008,03:21,04:59,06:08,07:00,20:50,21:42,22:51,00:32
4/03/2008,03:11,04:54,06:04,06:56,20:53,21:45,22:56,00:42
4/04/2008,02:59,04:49,06:00,06:53,20:56,21:49,23:00,00:54
4/05/2008,02:46,04:44,05:56,06:49,20:59,21:52,23:05,01:09
