1/01/2012,00:37,01:21,02:09,02:54,10:10,10:55,11:43,12:27
1/02/2012,00:37,01:21,02:08,02:53,10:11,10:56,11:44,12:28
1/03/2012,00:37,01:21,02:08,02:53,10:13,10:58,11:45,12:29
1/04/2012,00:37,01:21,02:08,02:53,10:14,10:59,11:46,12:30
1/05/2012,00:37,01:21,02:08,02:52,10:15,11:00,11:47,12:31
1/06/2012,00:36,01:20,02:07,02:52,10:17,11:01,11:48,12:32
1/07/2012,00:36,01:20,02:07,02:51,10:18,11:03,11:49,12:33
1/08/2012,00:36,01:20,02:07,02:51,10:20,11:04,11:51,12:35
1/09/2012,00:35,01:19,02:06,02:50,10:21,11:05,11:52,12:36
1/10/2012,00:35,01:19,02:06,02:50,10:23,11:07,11:53,12:37
1/11/2012,00:35,01:18,02:05,02:49,10:24,11:08,11:55,12:38
1/12/2012,00:34,01:18,02:04,02:48,10:26,11:10,11:56,12:40
1/13/2012,00:34,01:17,02:04,02:47,10:28,11:11,11:57,12:41
1/14/2012,00:33,01:17,02:03,02:46,10:29,11:13,11:59,12:42
1/15/2012,00:32,01:16,02:02,02:45,10:31,11:14,12:00,12:44
1/16/2012,00:32,01:15,02:01,02:44,10:33,11:16,12:02,12:45
1/17/2012,00:31,01:14,02:00,02:43,10:35,11:17,12:03,12:47
1/18/2012,00:30,01:13,01:59,02:42,10:37,11:19,12:05,12:48
1/19/2012,00:29,01:13,01:58,02:41,10:38,11:21,12:06,12:49
1/20/2012,00:28,01:12,01:57,02:39,10:40,11:22,12:08,12:51
1/21/2012,00:27,01:11,01:56,02:38,10:42,11:24,12:09,12:53
1/22/2012,00:26,01:10,01:55,02:37,10:44,11:26,12:11,12:54
1/23/2012,00:25,01:08,01:53,02:35,10:46,11:28,12:13,12:56
1/24/2012,00:24,01:07,01:52,02:34,10:48,11:29,12:14,12:57
1/25/2012,00:23,01:06,01:51,02:32,10:50,11:31,12:16,12:59
1/26/2012,00:22,01:05,01:50,02:31,10:52,11:33,12:18,13:00
1/27/2012,00:21,01:04,01:48,02:29,10:54,11:35,12:19,13:02
1/28/2012,00:20,01:02,01:47,02:27,10:56,11:37,12:21,13:04
1/29/2012,00:18,01:01,01:45,02:26,10:58,11:39,12:23,13:05
1/30/2012,00:17,01:00,01:44,02:24,11:00,11:41,12:25,13:07
1/31/2012,00:16,00:58,01:42,02:22,11:02,11:42,12:26,13:09
2/01/2012,00:14,00:57,01:41,02:21,11:04,11:44,12:28,13:11
2/02/2012,00:13,00:55,01:39,02:19,11:06,11:46,12:30,13:12
2/03/2012,00:11,00:54,01:37,02:17,11:09,11:48,12:32,13:14
2/04/2012,00:10,00:52,01:36,02:15,11:11,11:50,12:34,13:16
2/05/2012,00:08,00:50,01:34,02:13,11:13,11:52,12:35,13:18
2/06/2012,00:06,00:49,01:32,02:11,11:15,11:54,12:37,13:19
2/07/2012,00:05,00:47,01:30,02:09,11:17,11:56,12:39,13:21
2/08/2012,00:03,00:45,01:28,02:07,11:19,11:58,12:41,13:23
2/09/2012,00:02,00:43,01:26,02:05,11:21,12:00,12:43,13:25
2/10/2012,00:01,00:42,01:25,02:03,11:23,12:02,12:45,13:27
2/11/2012,23:59,00:40,01:23,02:01,11:25,12:04,12:47,13:29
2/12/2012,23:56,00:38,01:21,01:59,11:27,12:06,12:48,13:30
2/13/2012,23:54,00:36,01:19,01:57,11:30,12:08,12:50,13:32
2/14/2012,23:52,00:34,01:17,01:55,11:32,12:10,12:52,13:34
2/15/2012,23:50,00:32,01:15,01:52,11:34,12:12,12:54,13:36
2/16/2012,23:48,00:30,01:13,01:50,11:36,12:14,12:56,13:38
2/17/2012,23:46,00:28,01:10,01:48,11:38,12:16,12:58,13:40
2/18/2012,23:44,00:26,01:08,01:46,11:40,12:18,13:00,13:42
2/19/2012,23:42,00:24,01:06,01:44,11:42,12:20,13:02,13:44
2/20/2012,23:40,00:22,01:04,01:41,11:44,12:22,13:04,13:46
2/21/2012,23:38,00:20,01:02,01:39,11:46,12:23,13:06,13:48
2/22/2012,23:36,00:17,01:00,01:37,11:48,12:25,13:08,13:50
2/23/2012,23:33,00:15,00:57,01:34,11:51,12:27,13:09,13:52
2/24/2012,23:31,00:13,00:55,01:32,11:53,12:29,13:11,13:54
2/25/2012,23:29,00:11,00:53,01:30,11:55,12:31,13:13,13:56
2/26/2012,23:26,00:09,00:51,01:27,11:57,12:33,13:15,13:58
2/27/2012,23:24,00:06,00:48,01:25,11:59,12:35,13:17,14:00
2/28/2012,23:22,00:04,00:46,01:22,12:01,12:37,13:19,14:02
2/29/2012,23:19,00:02,00:44,01:20,12:03,12:39,13:21,14:04
3/01/2012,23:17,00:00,00:41,01:18,12:05,12:41,13:23,14:06
3/02/2012,23:14,23:57,00:39,01:15,12:07,12:43,13:25,14:08
3/03/2012,23:12,23:54,00:36,01:13,12:09,12:45,13:27,14:10
3/04/2012,23:09,23:52,00:34,01:10,12:11,12:47,13:29,14:12
3/05/2012,23:07,23:50,00:32,01:08,12:13,12:49,13:31,14:14
3/06/2012,23:04,23:47,00:29,01:05,12:15,12:51,13:33,14:16
3/07/2012,23:02,23:45,00:27,01:03,12:17,12:53,13:35,14:18
3/08/2012,22:59,23:42,00:24,01:00,12:19,12:55,13:37,14:20
3/09/2012,22:56,23:40,00:22,00:58,12:21,12:57,13:39,14:23
3/10/2012,22:54,23:37,00:19,00:55,12:23,12:59,13:41,14:25
3/11/2012,22:51,23:34,00:17,00:53,12:25,13:01,13:43,14:27
3/12/2012,22:48,23:32,00:14,00:50,12:27,13:03,13:45,14:29
3/13/2012,22:45,23:29,00:12,00:48,12:29,13:05,13:47,14:31
3/14/2012,22:43,23:27,00:09,00:45,12:31,13:07,13:50,14:34
3/15/2012,22:40,23:24,00:07,00:43,12:33,13:09,13:52,14:36
3/16/2012,22:37,23:21,00:04,00:40,12:35,13:11,13:54,14:38
3/17/2012,22:34,23:19,00:01,00:38,12:37,13:13,13:56,14:41
3/18/2012,22:31,23:16,00:00,00:35,12:39,13:15,13:58,14:43
3/19/2012,22:28,23:13,23:56,00:32,12:41,13:17,14:00,14:45
3/20/2012,22:25,23:11,23:54,00:30,12:43,13:19,14:02,14:48
3/21/2012,22:22,23:08,23:51,00:27,12:45,13:21,14:04,14:50
3/22/2012,22:19,23:05,23:48,00:25,12:47,13:23,14:06,14:53
3/23/2012,22:16,23:02,23:46,00:22,12:49,13:25,14:09,14:55
3/24/2012,22:13,23:00,23:43,00:20,12:51,13:27,14:11,14:58
3/25/2012,22:10,22:57,23:41,00:17,12:53,13:29,14:13,15:00
3/26/2012,22:07,22:54,23:38,00:14,12:55,13:31,14:15,15:03
3/27/2012,22:04,22:51,23:35,00:12,12:56,13:33,14:17,15:05
3/28/2012,22:00,22:48,23:33,00:09,12:58,13:35,14:20,15:08
3/29/2012,21:57,22:45,23:30,00:07,13:00,13:37,14:22,15:10
3/30/2012,21:54,22:43,23:27,00:04,13:02,13:39,14:24,15:13
3/31/2012,21:51,22:40,23:25,00:02,13:04,13:41,14:26,15:16
4/01/2012,21:47,22:37,23:22,23:59,13:06,13:43,14:29,15:19
4/02/2012,21:44,22:34,23:19,23:57,13:08,13:45,14:31,15:21
4/03/2012,21:41,22:31,23:17,23:54,13:10,13:47,14:33,15:24
4/04/2012,21:37,22:28,23:14,23:52,13:12,13:50,14:36,15:27
4/05/2012,21:34,22:25,23:11,23:49,13:14,13:52,14:38,15:30
4/06/2012,21:30,22:22,23:09,23:47,13:16,13:54,14:40,15:33
4/07/2012,21:27,22:19,23:06,23:44,13:18,13:56,14:43,15:36
4/08/2012,21:23,22:16,23:04,23:42,13:20,13:58,14:45,15:39
4/09/2012,21:19,22:13,23:01,23:39,13:22,14:00,14:48,15:42
4/10/2012,21:16,22:10,22:58,23:37,13:24,14:02,14:50,15:45
4/11/2012,21:12,22:08,22:56,23:34,13:26,14:04,14:52,15:48
4/12/2012,21:08,22:05,22:53,23:32,13:28,14:06,14:55,15:52
4/13/2012,21:04,22:02,22:50,23:29,13:30,14:08,14:57,15:55
4/14/2012,21:01,21:58,22:48,23:27,13:32,14:11,15:00,15:58
4/15/2012,20:57,21:55,22:45,23:24,13:34,14:13,15:03,16:02
4/16/2012,20:53,21:52,22:42,23:22,13:35,14:15,15:05,16:05
4/17/2012,20:49,21:49,22:40,23:19,13:37,14:17,15:08,16:09
4/18/2012,20:45,21:46,22:37,23:17,13:39,14:19,15:10,16:13
